         102885391 function calls (102878028 primitive calls) in 35.188 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        3    0.000    0.000    0.000    0.000 core.py:1363(getmask)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1055(Node)
        1    0.000    0.000    0.000    0.000 index_tricks.py:250(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1173(__iter__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:313(StubImageFile)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        1    0.000    0.000    0.000    0.000 core.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1156(_get_parent_path)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 polar.py:460(_ThetaShift)
        1    0.000    0.000    0.000    0.000 patches.py:1141(Wedge)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 __init__.py:244(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(Keyword)
        1    0.000    0.000    0.000    0.000 art3d.py:160(Line3D)
        1    0.000    0.000    0.000    0.000 backend_tools.py:906(ToolPan)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 ticker.py:1879(NullLocator)
        1    0.000    0.000    0.000    0.000 colors.py:86(_ColorMapping)
        2    0.000    0.000    0.000    0.000 pyplot.py:2015(colormaps)
        1    0.000    0.000    0.000    0.000 backend_tools.py:154(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 pyparsing.py:639(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:94(_StrongRef)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        4    0.000    0.000    0.000    0.000 core.py:6433(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:841(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4305(Each)
        1    0.000    0.000    0.000    0.000 colors.py:1632(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 patches.py:862(RegularPolygon)
        1    0.000    0.000    0.000    0.000 rrule.py:1313(_genitem)
        1    0.000    0.000    0.000    0.000 environment.py:204(Environment)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 dataclasses.py:573(_cmp_fn)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 dates.py:1533(MonthLocator)
        1    0.000    0.000    0.000    0.000 polar.py:111(PolarAffine)
        1    0.000    0.000    0.000    0.000 cm.py:57(__init__)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 polar.py:719(_WedgeBbox)
        2    0.000    0.000    0.000    0.000 legend_handler.py:263(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:443(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 patches.py:1555(Circle)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:2138(_OrderedSet)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:65(__new__)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 _internal.py:524(_Stream)
        1    0.000    0.000    0.000    0.000 image.py:841(AxesImage)
        1    0.000    0.000    0.000    0.000 text.py:1295(OffsetFrom)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 scale.py:25(ScaleBase)
        1    0.000    0.000    0.000    0.000 pathlib.py:479(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        4    0.000    0.000    0.000    0.000 dataclasses.py:603(_is_initvar)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:540(ElementTree)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:585(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:323(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:513(Spines)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 polar.py:144(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 widgets.py:2724(PolygonSelector)
        1    0.000    0.000    0.000    0.000 ImageFile.py:583(PyDecoder)
        9    0.000    0.000    0.000    0.000 enum.py:898(<lambda>)
        3    0.000    0.000    0.000    0.000 enum.py:357(__members__)
        4    0.000    0.000    0.000    0.000 dataclasses.py:402(_field_assign)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:145(ChunkStream)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        1    0.000    0.000    0.000    0.000 core.py:201(<listcomp>)
        1    0.000    0.000    0.000    0.000 textpath.py:327(TextPath)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5237(Suppress)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 axis.py:585(_LazyTickList)
        1    0.000    0.000    0.000    0.000 legend_handler.py:350(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 backend_tools.py:972(ToolHelpBase)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:2135(NullHandler)
        1    0.000    0.000    0.000    0.000 ImageFile.py:89(ImageFile)
        1    0.000    0.000    0.000    0.000 __init__.py:7(ProjectionRegistry)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 patches.py:1396(CirclePolygon)
        1    0.000    0.000    0.000    0.000 pyplot.py:93(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:198(_concrete_ndptr)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1000(ListedColormap)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1121(FileHandler)
        1    0.000    0.000    0.000    0.000 dates.py:1830(DateConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3843(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
        1    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 collections.py:1766(EllipseCollection)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 environment.py:54(Person)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:471(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3279(BracketAB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4764(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 geo.py:298(HammerAxes)
        1    0.000    0.000    0.000    0.000 collections.py:1015(PathCollection)
        2    0.000    0.000    0.000    0.000 enum.py:351(__iter__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1412(Vlist)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 colors.py:1543(SymLogNorm)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1003(STIXSansFontConstants)
        1    0.000    0.000    0.000    0.000 dates.py:1161(RRuleLocator)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3422(shape)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 colorbar.py:225(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 pyplot.py:384(_IoffContext)
        1    0.000    0.000    0.000    0.000 transforms.py:1744(AffineBase)
        1    0.000    0.000    0.000    0.000 dis.py:479(Bytecode)
        1    0.000    0.000    0.000    0.000 _exceptions.py:141(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 transforms.py:2415(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 colorbar.py:317(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4988(Forward)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1488(XMLParser)
        1    0.000    0.000    0.000    0.000 __init__.py:767(Filterer)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 widgets.py:533(RangeSlider)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 collections.py:1273(BrokenBarHCollection)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1218(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 core.py:1284(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 tempfile.py:546(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 re.py:331(filter)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1688(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(LineEnd)
        1    0.000    0.000    0.000    0.000 scale.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:367(_FuncPtr)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4755(__str__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 core.py:978(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 ElementTree.py:492(QName)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolGrid)
        1    0.000    0.000    0.000    0.000 patches.py:1878(_Style)
        1    0.000    0.000    0.000    0.000 hatch.py:136(SmallCircles)
        1    0.000    0.000    0.000    0.000 dates.py:1917(_rcParam_helper)
        1    0.000    0.000    0.000    0.000 animation.py:1488(ArtistAnimation)
        1    0.000    0.000    0.000    0.000 scale.py:116(FuncTransform)
        1    0.000    0.000    0.000    0.000 scale.py:152(FuncScale)
        1    0.000    0.000    0.000    0.000 geo.py:343(MollweideAxes)
        4    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        6    0.000    0.000    0.000    0.000 _type_aliases.py:112(<genexpr>)
        8    0.000    0.000    0.000    0.000 __init__.py:55(fget)
        1    0.000    0.000    0.000    0.000 figure.py:120(SubplotParams)
        1    0.000    0.000    0.000    0.000 colors.py:1239(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 __init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 scale.py:82(LinearScale)
        1    0.000    0.000    0.000    0.000 Image.py:3135(register_extensions)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3336(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 textpath.py:24(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:324(FuncScaleLog)
        1    0.000    0.000    0.003    0.003 _mathtext.py:2505(<lambda>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:143(__init__)
